id,trips,trip_length,trips_new,drop_ratio,tagging_num,delete_nums,tagging_labels,num_labels,trips_sparse
2763438,"496,19257757.283274665,3469401.1248105606,1478599381;527,19257488.80196847,3469599.85636107,1478599399;526,19257154.90385165,3469742.6784773148,1478599420;525,19256859.61948551,3469778.6710155336,1478599441;524,19256598.09722086,3469817.5483424235,1478599456;523,19256279.93418947,3469858.632096211,1478599474;554,19255957.120207515,3469901.4695623843,1478599495;553,19255610.87412752,3469944.8843567786,1478599516;552,19255361.590620592,3469977.961484849,1478599531;551,19255078.34512373,3470013.9886135394,1478599555;550,19254802.83468876,3470057.101815,1478599585;549,19254475.61894448,3470093.930902326,1478599681;548,19254196.42004165,3470096.632391247,1478599744;547,19253889.122682136,3470118.6694854214,1478599813;546,19253585.781396165,3470107.291923855,1478599849;545,19253270.92548094,3469989.273080721,1478599873",16,"184,19257757.283274665,3469401.1248105606, 1478599381;163,19257488.80196847,3469599.85636107, 1478599399;162,19257154.90385165,3469742.6784773148, 1478599420;161,19256859.61948551,3469778.6710155336, 1478599441;160,19256598.09722086,3469817.5483424235, 1478599456;159,19256279.93418947,3469858.632096211, 1478599474;81,19255957.120207515,3469901.4695623843, 1478599495;82,19255610.87412752,3469944.8843567786, 1478599516;83,19255361.590620592,3469977.961484849, 1478599531;84,19255078.34512373,3470013.9886135394, 1478599555;7,19254802.83468876,3470057.101815, 1478599585;85,19254475.61894448,3470093.930902326, 1478599681;86,19254196.42004165,3470096.632391247, 1478599744;87,19253889.122682136,3470118.6694854214, 1478599813;88,19253585.781396165,3470107.291923855, 1478599849;89,19253270.92548094,3469989.273080721, 1478599873",0.6,4,8,"[2, 0, 0, 2, 2, 0, 2, 0]","[2, 0, 0, 2, 2, 0, 2, 0]","[[184, 19257757.283274665, 3469401.1248105606, 1478599381], [161, 19256859.61948551, 3469778.6710155336, 1478599441], [160, 19256598.09722086, 3469817.5483424235, 1478599456], [159, 19256279.93418947, 3469858.632096211, 1478599474], [83, 19255361.590620592, 3469977.961484849, 1478599531], [85, 19254475.61894448, 3470093.930902326, 1478599681], [86, 19254196.42004165, 3470096.632391247, 1478599744], [89, 19253270.92548094, 3469989.273080721, 1478599873]]"
3814935,"42,19255922.602558773,3465247.296510171,1478029785;73,19255698.576593485,3465405.7285474124,1478029818;105,19255556.562913947,3465744.4067500285,1478029935;137,19255576.82083533,3466001.310576315,1478030059;169,19255597.88696676,3466307.0221414794,1478030082;201,19255615.1659436,3466622.2807024736,1478030154;200,19255337.75234033,3466826.9388044374,1478030286;199,19255089.837650053,3466847.304342256,1478030304;198,19254803.06055629,3466879.1591632627,1478030328;230,19254658.27849798,3466899.820761108,1478030346",10,"275,19255922.602558773,3465247.296510171, 1478029785;43,19255698.576593485,3465405.7285474124, 1478029818;67,19255556.562913947,3465744.4067500285, 1478029935;251,19255576.82083533,3466001.310576315, 1478030059;349,19255597.88696676,3466307.0221414794, 1478030082;247,19255615.1659436,3466622.2807024736, 1478030154;266,19255337.75234033,3466826.9388044374, 1478030286;265,19255089.837650053,3466847.304342256, 1478030304;112,19254803.06055629,3466879.1591632627, 1478030328;111,19254658.27849798,3466899.820761108, 1478030346",0.5,4,5,"[1, 1, 2, 1, 0]","[1, 1, 2, 1, 0]","[[275, 19255922.602558773, 3465247.296510171, 1478029785], [67, 19255556.562913947, 3465744.4067500285, 1478029935], [349, 19255597.88696676, 3466307.0221414794, 1478030082], [265, 19255089.837650053, 3466847.304342256, 1478030304], [111, 19254658.27849798, 3466899.820761108, 1478030346]]"
2220772,"837,19254204.37194116,3472852.959114324,1478247559;805,19254318.33130148,3472562.877686806,1478247610;773,19254349.55464681,3472286.1380509096,1478247631;741,19254244.810426384,3471987.0245692306,1478247665;709,19254267.07873026,3471684.058128433,1478247731;677,19254451.102855977,3471389.018159679,1478247815;678,19254514.45903183,3471293.849081387,1478247833;646,19254656.22284512,3471081.2469164664,1478247890;614,19254794.15614963,3470794.049501911,1478247917;582,19254773.390469603,3470491.701057381,1478247960",10,"107,19254204.37194116,3472852.959114324, 1478247559;108,19254318.33130148,3472562.877686806, 1478247610;109,19254349.55464681,3472286.1380509096, 1478247631;0,19254244.810426384,3471987.0245692306, 1478247665;1,19254267.07873026,3471684.058128433, 1478247731;2,19254451.102855977,3471389.018159679, 1478247815;3,19254514.45903183,3471293.849081387, 1478247833;4,19254656.22284512,3471081.2469164664, 1478247890;5,19254794.15614963,3470794.049501911, 1478247917;6,19254773.390469603,3470491.701057381, 1478247960",0.4,3,4,"[0, 1, 0, 1, 2, 0]","[0, 1, 0, 1, 2, 0]","[[107, 19254204.37194116, 3472852.959114324, 1478247559], [108, 19254318.33130148, 3472562.877686806, 1478247610], [0, 19254244.810426384, 3471987.0245692306, 1478247665], [1, 19254267.07873026, 3471684.058128433, 1478247731], [3, 19254514.45903183, 3471293.849081387, 1478247833], [6, 19254773.390469603, 3470491.701057381, 1478247960]]"
1193877,"88,19260180.721531,3465613.4380763783,1478161897;87,19259899.61560298,3465565.275058805,1478161962;119,19259759.22677091,3465711.1435857355,1478161994;118,19259563.584485494,3465754.303031442,1478162046;117,19259301.06570256,3465755.234311579,1478162073;116,19258971.757419564,3465807.1806583125,1478162132;115,19258675.49052212,3465855.340354261,1478162177;147,19258612.84558932,3466009.3118479243,1478162201;179,19258545.717656627,3466318.436985716,1478162227;211,19258482.06423285,3466606.698344097,1478162324;243,19258414.75411185,3466905.626414669,1478162368",11,"360,19260180.721531,3465613.4380763783, 1478161897;170,19259899.61560298,3465565.275058805, 1478161962;169,19259759.22677091,3465711.1435857355, 1478161994;222,19259563.584485494,3465754.303031442, 1478162046;221,19259301.06570256,3465755.234311579, 1478162073;220,19258971.757419564,3465807.1806583125, 1478162132;219,19258675.49052212,3465855.340354261, 1478162177;218,19258612.84558932,3466009.3118479243, 1478162201;217,19258545.717656627,3466318.436985716, 1478162227;216,19258482.06423285,3466606.698344097, 1478162324;435,19258414.75411185,3466905.626414669, 1478162368",0.2,2,2,"[0, 1, 0, 0, 0, 1, 0, 0, 0]","[0, 1, 0, 0, 0, 1, 0, 0, 0]","[[360, 19260180.721531, 3465613.4380763783, 1478161897], [170, 19259899.61560298, 3465565.275058805, 1478161962], [222, 19259563.584485494, 3465754.303031442, 1478162046], [221, 19259301.06570256, 3465755.234311579, 1478162073], [220, 19258971.757419564, 3465807.1806583125, 1478162132], [219, 19258675.49052212, 3465855.340354261, 1478162177], [217, 19258545.717656627, 3466318.436985716, 1478162227], [216, 19258482.06423285, 3466606.698344097, 1478162324], [435, 19258414.75411185, 3466905.626414669, 1478162368]]"
5209882,"445,19261609.737382434,3468931.2599032484,1478427230;444,19261380.347025067,3468955.447163734,1478427251;443,19261088.894783296,3468919.7654781733,1478427278;442,19260794.114424217,3468889.055466485,1478427314;410,19260770.682414133,3468688.2922328347,1478427344;409,19260497.784979723,3468499.3525309656,1478427404;441,19260281.77611344,3468730.139048045,1478427438;440,19260200.566107,3468817.995732832,1478427450;472,19260012.51412822,3469018.299738376,1478427474;471,19259893.14182998,3469141.3014195184,1478427486;503,19259738.069996964,3469303.707849625,1478427504;502,19259597.2552969,3469386.0299792537,1478427519;470,19259549.22985819,3469277.934676991,1478427531;437,19259278.355647616,3468970.698035902,1478427561;405,19259037.4846176,3468692.9581844867,1478427597",15,"681,19261609.737382434,3468931.2599032484, 1478427230;680,19261380.347025067,3468955.447163734, 1478427251;641,19261088.894783296,3468919.7654781733, 1478427278;640,19260794.114424217,3468889.055466485, 1478427314;370,19260770.682414133,3468688.2922328347, 1478427344;371,19260497.784979723,3468499.3525309656, 1478427404;372,19260281.77611344,3468730.139048045, 1478427438;373,19260200.566107,3468817.995732832, 1478427450;374,19260012.51412822,3469018.299738376, 1478427474;375,19259893.14182998,3469141.3014195184, 1478427486;376,19259738.069996964,3469303.707849625, 1478427504;377,19259597.2552969,3469386.0299792537, 1478427519;280,19259549.22985819,3469277.934676991, 1478427531;281,19259278.355647616,3468970.698035902, 1478427561;157,19259037.4846176,3468692.9581844867, 1478427597",0.4,4,5,"[0, 1, 1, 2, 0, 1, 0, 0, 0, 0]","[0, 1, 1, 2, 0, 1, 0, 0, 0, 0]","[[681, 19261609.737382434, 3468931.2599032484, 1478427230], [680, 19261380.347025067, 3468955.447163734, 1478427251], [640, 19260794.114424217, 3468889.055466485, 1478427314], [371, 19260497.784979723, 3468499.3525309656, 1478427404], [374, 19260012.51412822, 3469018.299738376, 1478427474], [375, 19259893.14182998, 3469141.3014195184, 1478427486], [377, 19259597.2552969, 3469386.0299792537, 1478427519], [280, 19259549.22985819, 3469277.934676991, 1478427531], [281, 19259278.355647616, 3468970.698035902, 1478427561], [157, 19259037.4846176, 3468692.9581844867, 1478427597]]"
6981676,"299,19256269.570982605,3467641.103555053,1478365011;300,19256309.23147032,3467711.469997354,1478365130;269,19256641.4612499,3467495.949925672,1478365162;270,19256917.677591715,3467271.1924693603,1478365193;238,19257171.15097803,3467195.859905946,1478365285;239,19257209.976429854,3467116.242051905,1478365297;207,19257380.589233696,3466894.915112609,1478365321;208,19257520.858701646,3466792.021077951,1478365333;176,19257729.309132505,3466591.318380276,1478365354;177,19257819.67519788,3466506.817451568,1478365367;145,19257843.55620024,3466282.2964931573,1478365420",11,"446,19256269.570982605,3467641.103555053, 1478365011;192,19256309.23147032,3467711.469997354, 1478365130;59,19256641.4612499,3467495.949925672, 1478365162;58,19256917.677591715,3467271.1924693603, 1478365193;57,19257171.15097803,3467195.859905946, 1478365285;56,19257209.976429854,3467116.242051905, 1478365297;55,19257380.589233696,3466894.915112609, 1478365321;54,19257520.858701646,3466792.021077951, 1478365333;53,19257729.309132505,3466591.318380276, 1478365354;420,19257819.67519788,3466506.817451568, 1478365367;482,19257843.55620024,3466282.2964931573, 1478365420",0.4,2,4,"[0, 0, 2, 0, 2, 0, 0]","[0, 0, 2, 0, 2, 0, 0]","[[446, 19256269.570982605, 3467641.103555053, 1478365011], [192, 19256309.23147032, 3467711.469997354, 1478365130], [59, 19256641.4612499, 3467495.949925672, 1478365162], [56, 19257209.976429854, 3467116.242051905, 1478365297], [55, 19257380.589233696, 3466894.915112609, 1478365321], [420, 19257819.67519788, 3466506.817451568, 1478365367], [482, 19257843.55620024, 3466282.2964931573, 1478365420]]"
657427,"520,19255303.050437983,3469738.1261809976,1478682645;552,19255254.564959247,3469901.99473645,1478682738;553,19255415.480918124,3469952.210320802,1478682777;585,19255644.45613105,3470222.947019743,1478682867;617,19255655.91357567,3470504.777942991,1478682930;618,19255717.56750996,3470545.2124230657,1478682948;619,19256033.745669827,3470513.329381122,1478682987;587,19256204.76838766,3470498.7200551927,1478683002;588,19256325.33407836,3470488.97225318,1478683020;620,19256431.815098625,3470501.3723916267,1478683038;621,19256608.731512778,3470729.471549515,1478683074;653,19256782.305705447,3470803.318628515,1478683140;685,19256641.01452694,3471105.478999198,1478683170;653,19256836.104088165,3471094.8995743906,1478683198",14,"335,19255303.050437983,3469738.1261809976, 1478682645;83,19255254.564959247,3469901.99473645, 1478682738;82,19255415.480918124,3469952.210320802, 1478682777;237,19255644.45613105,3470222.947019743, 1478682867;238,19255655.91357567,3470504.777942991, 1478682930;587,19255717.56750996,3470545.2124230657, 1478682948;439,19256033.745669827,3470513.329381122, 1478682987;588,19256204.76838766,3470498.7200551927, 1478683002;589,19256325.33407836,3470488.97225318, 1478683020;90,19256431.815098625,3470501.3723916267, 1478683038;91,19256608.731512778,3470729.471549515, 1478683074;92,19256782.305705447,3470803.318628515, 1478683140;93,19256641.01452694,3471105.478999198, 1478683170;92,19256836.104088165,3471094.8995743906, 1478683198",0.2,2,2,"[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0]","[[335, 19255303.050437983, 3469738.1261809976, 1478682645], [83, 19255254.564959247, 3469901.99473645, 1478682738], [82, 19255415.480918124, 3469952.210320802, 1478682777], [237, 19255644.45613105, 3470222.947019743, 1478682867], [587, 19255717.56750996, 3470545.2124230657, 1478682948], [439, 19256033.745669827, 3470513.329381122, 1478682987], [588, 19256204.76838766, 3470498.7200551927, 1478683002], [589, 19256325.33407836, 3470488.97225318, 1478683020], [90, 19256431.815098625, 3470501.3723916267, 1478683038], [92, 19256782.305705447, 3470803.318628515, 1478683140], [93, 19256641.01452694, 3471105.478999198, 1478683170], [92, 19256836.104088165, 3471094.8995743906, 1478683198]]"
4541285,"183,19259610.260109507,3466305.935684692,1478202704;182,19259596.14837423,3466446.268431087,1478202725;214,19259556.38444367,3466611.181193448,1478202764;246,19259492.662514504,3466899.3866264145,1478202812;278,19259438.10212737,3467206.996538301,1478202876;310,19259352.221603803,3467498.92922625,1478202915;311,19259604.983346306,3467642.337472584,1478202978;312,19259919.774220817,3467567.127433782,1478203044;344,19260033.979242086,3467803.9744603275,1478203114;345,19260209.4561215,3468034.8564656894,1478203234;377,19260285.847407293,3468107.85011866,1478203246;376,19260195.169229824,3468283.195063064,1478203291",12,"430,19259610.260109507,3466305.935684692, 1478202704;167,19259596.14837423,3466446.268431087, 1478202725;166,19259556.38444367,3466611.181193448, 1478202764;165,19259492.662514504,3466899.3866264145, 1478202812;152,19259438.10212737,3467206.996538301, 1478202876;153,19259352.221603803,3467498.92922625, 1478202915;683,19259604.983346306,3467642.337472584, 1478202978;225,19259919.774220817,3467567.127433782, 1478203044;226,19260033.979242086,3467803.9744603275, 1478203114;494,19260209.4561215,3468034.8564656894, 1478203234;493,19260285.847407293,3468107.85011866, 1478203246;585,19260195.169229824,3468283.195063064, 1478203291",0.6,3,6,"[0, 0, 2, 2, 2, 0]","[0, 0, 2, 2, 2, 0]","[[430, 19259610.260109507, 3466305.935684692, 1478202704], [167, 19259596.14837423, 3466446.268431087, 1478202725], [166, 19259556.38444367, 3466611.181193448, 1478202764], [153, 19259352.221603803, 3467498.92922625, 1478202915], [226, 19260033.979242086, 3467803.9744603275, 1478203114], [585, 19260195.169229824, 3468283.195063064, 1478203291]]"
6315451,"390,19254625.746527284,3468405.095031584,1478456119;391,19254835.85884314,3468473.298051228,1478456134;392,19255133.108583584,3468481.101519929,1478456155;360,19255306.78074304,3468388.779727932,1478456170;392,19255291.59362929,3468409.9212826737,1478456203;391,19255074.37382565,3468507.431088425,1478456218;390,19254774.991628245,3468464.6329737683,1478456239;358,19254603.27642376,3468397.5401322404,1478456260;357,19254490.35590669,3468363.249756364,1478456281;356,19254202.73117053,3468211.07698657,1478456371",10,"14,19254625.746527284,3468405.095031584, 1478456119;13,19254835.85884314,3468473.298051228, 1478456134;12,19255133.108583584,3468481.101519929, 1478456155;390,19255306.78074304,3468388.779727932, 1478456170;12,19255291.59362929,3468409.9212826737, 1478456203;13,19255074.37382565,3468507.431088425, 1478456218;14,19254774.991628245,3468464.6329737683, 1478456239;15,19254603.27642376,3468397.5401322404, 1478456260;16,19254490.35590669,3468363.249756364, 1478456281;18,19254202.73117053,3468211.07698657, 1478456371",0.5,1,5,"[0, 5, 0, 0, 0]","[0, 5, 0, 0, 0]","[[14, 19254625.746527284, 3468405.095031584, 1478456119], [13, 19254835.85884314, 3468473.298051228, 1478456134], [15, 19254603.27642376, 3468397.5401322404, 1478456260], [16, 19254490.35590669, 3468363.249756364, 1478456281], [18, 19254202.73117053, 3468211.07698657, 1478456371]]"
5442871,"465,19257878.81074736,3469281.100427624,1478778225;466,19258104.131922428,3469115.937593393,1478778240;434,19258293.20951564,3468976.662204382,1478778255;435,19258433.423824977,3468864.7354988223,1478778267;403,19258650.69360687,3468697.198610046,1478778288;404,19258727.08215619,3468635.970849029,1478778300;372,19258775.998177294,3468373.306387248,1478778333;371,19258700.459365256,3468282.078562816,1478778345;370,19258384.62244699,3468321.281996536,1478778391;402,19258266.404006165,3468411.3001092523,1478778412;401,19258095.12808665,3468576.906143196,1478778448",11,"164,19257878.81074736,3469281.100427624, 1478778225;395,19258104.131922428,3469115.937593393, 1478778240;125,19258293.20951564,3468976.662204382, 1478778255;124,19258433.423824977,3468864.7354988223, 1478778267;617,19258650.69360687,3468697.198610046, 1478778288;123,19258727.08215619,3468635.970849029, 1478778300;122,19258775.998177294,3468373.306387248, 1478778333;121,19258700.459365256,3468282.078562816, 1478778345;506,19258384.62244699,3468321.281996536, 1478778391;505,19258266.404006165,3468411.3001092523, 1478778412;504,19258095.12808665,3468576.906143196, 1478778448",0.5,3,4,"[1, 0, 0, 2, 0, 1, 0]","[1, 0, 0, 2, 0, 1, 0]","[[164, 19257878.81074736, 3469281.100427624, 1478778225], [125, 19258293.20951564, 3468976.662204382, 1478778255], [124, 19258433.423824977, 3468864.7354988223, 1478778267], [617, 19258650.69360687, 3468697.198610046, 1478778288], [121, 19258700.459365256, 3468282.078562816, 1478778345], [506, 19258384.62244699, 3468321.281996536, 1478778391], [504, 19258095.12808665, 3468576.906143196, 1478778448]]"
2922961,"529,19258096.532403417,3469832.0211301064,1478609775;497,19257910.23772205,3469583.276988145,1478609841;496,19257795.318980847,3469423.9445517585,1478609856;527,19257425.57840157,3469647.0991446604,1478609895;526,19257191.71327102,3469738.3374274657,1478609913;525,19256866.39895453,3469777.870137703,1478609937;524,19256566.27345258,3469822.450738472,1478609955;523,19256293.488641907,3469857.025868127,1478609970;553,19255588.614629995,3469947.531719983,1478610007;552,19255366.429022573,3469977.385346683,1478610018;551,19255080.28019209,3470013.7578618354,1478610033;550,19254783.48689253,3470059.412262698,1478610056;548,19253909.560956765,3470117.356243784,1478610087",13,"182,19258096.532403417,3469832.0211301064, 1478609775;183,19257910.23772205,3469583.276988145, 1478609841;184,19257795.318980847,3469423.9445517585, 1478609856;163,19257425.57840157,3469647.0991446604, 1478609895;162,19257191.71327102,3469738.3374274657, 1478609913;161,19256866.39895453,3469777.870137703, 1478609937;160,19256566.27345258,3469822.450738472, 1478609955;159,19256293.488641907,3469857.025868127, 1478609970;82,19255588.614629995,3469947.531719983, 1478610007;83,19255366.429022573,3469977.385346683, 1478610018;84,19255080.28019209,3470013.7578618354, 1478610033;7,19254783.48689253,3470059.412262698, 1478610056;86,19253909.560956765,3470117.356243784, 1478610087",0.3,2,3,"[0, 1, 0, 0, 2, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 2, 0, 0, 0, 0, 0]","[[182, 19258096.532403417, 3469832.0211301064, 1478609775], [183, 19257910.23772205, 3469583.276988145, 1478609841], [163, 19257425.57840157, 3469647.0991446604, 1478609895], [162, 19257191.71327102, 3469738.3374274657, 1478609913], [161, 19256866.39895453, 3469777.870137703, 1478609937], [82, 19255588.614629995, 3469947.531719983, 1478610007], [83, 19255366.429022573, 3469977.385346683, 1478610018], [84, 19255080.28019209, 3470013.7578618354, 1478610033], [7, 19254783.48689253, 3470059.412262698, 1478610056], [86, 19253909.560956765, 3470117.356243784, 1478610087]]"
6521516,"546,19253332.18203125,3469993.285905286,1478649181;547,19253653.50694301,3470091.198573782,1478649205;548,19253904.46637276,3470090.666771536,1478649253;549,19254231.37292321,3470068.560009802,1478649280;550,19254533.179444112,3470049.511940908,1478649328;551,19254809.21881892,3470027.90407339,1478649352;552,19255112.743686154,3469989.4141222863,1478649373;553,19255409.6746664,3469952.9015242364,1478649421;585,19255646.476022728,3470231.8053780864,1478649454;617,19255655.255951505,3470499.1695477804,1478649472;649,19255678.05715441,3470802.3972921525,1478649511;648,19255396.37342228,3470876.878724464,1478649541",12,"88,19253332.18203125,3469993.285905286, 1478649181;87,19253653.50694301,3470091.198573782, 1478649205;86,19253904.46637276,3470090.666771536, 1478649253;85,19254231.37292321,3470068.560009802, 1478649280;7,19254533.179444112,3470049.511940908, 1478649328;84,19254809.21881892,3470027.90407339, 1478649352;83,19255112.743686154,3469989.4141222863, 1478649373;82,19255409.6746664,3469952.9015242364, 1478649421;237,19255646.476022728,3470231.8053780864, 1478649454;238,19255655.255951505,3470499.1695477804, 1478649472;239,19255678.05715441,3470802.3972921525, 1478649511;599,19255396.37342228,3470876.878724464, 1478649541",0.2,2,2,"[1, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[[88, 19253332.18203125, 3469993.285905286, 1478649181], [86, 19253904.46637276, 3470090.666771536, 1478649253], [85, 19254231.37292321, 3470068.560009802, 1478649280], [7, 19254533.179444112, 3470049.511940908, 1478649328], [84, 19254809.21881892, 3470027.90407339, 1478649352], [83, 19255112.743686154, 3469989.4141222863, 1478649373], [82, 19255409.6746664, 3469952.9015242364, 1478649421], [238, 19255655.255951505, 3470499.1695477804, 1478649472], [239, 19255678.05715441, 3470802.3972921525, 1478649511], [599, 19255396.37342228, 3470876.878724464, 1478649541]]"
731272,"301,19256629.20119797,3467710.0516542047,1478346098;270,19256907.947121818,3467498.633107373,1478346125;271,19257213.466467965,3467263.6568895564,1478346227;239,19257305.04912069,3467198.303854116,1478346251;240,19257517.516856734,3467032.337432289,1478346284;207,19257497.63705552,3466895.947937615,1478346363;175,19257278.78977052,3466587.3531099297,1478346387;174,19257200.209822483,3466478.331108657,1478346399;142,19257072.8435115,3466296.587985211,1478346438;141,19256901.307474643,3466056.369316474,1478346517",10,"60,19256629.20119797,3467710.0516542047, 1478346098;58,19256907.947121818,3467498.633107373, 1478346125;201,19257213.466467965,3467263.6568895564, 1478346227;56,19257305.04912069,3467198.303854116, 1478346251;139,19257517.516856734,3467032.337432289, 1478346284;55,19257497.63705552,3466895.947937615, 1478346363;51,19257278.78977052,3466587.3531099297, 1478346387;50,19257200.209822483,3466478.331108657, 1478346399;49,19257072.8435115,3466296.587985211, 1478346438;138,19256901.307474643,3466056.369316474, 1478346517",0.3,1,3,"[0, 3, 0, 0, 0, 0, 0]","[0, 3, 0, 0, 0, 0, 0]","[[60, 19256629.20119797, 3467710.0516542047, 1478346098], [58, 19256907.947121818, 3467498.633107373, 1478346125], [55, 19257497.63705552, 3466895.947937615, 1478346363], [51, 19257278.78977052, 3466587.3531099297, 1478346387], [50, 19257200.209822483, 3466478.331108657, 1478346399], [49, 19257072.8435115, 3466296.587985211, 1478346438], [138, 19256901.307474643, 3466056.369316474, 1478346517]]"
3778608,"263,19255012.667252988,3467202.2453614604,1478285753;262,19254773.7158136,3467374.0119141573,1478285774;294,19254580.78498122,3467502.7937757457,1478285873;293,19254493.545327384,3467562.112337035,1478285936;292,19254184.97048536,3467775.2739401343,1478285972;324,19254150.70735552,3467800.981994194,1478286065;323,19253892.147764795,3468021.876523543,1478286152;355,19253806.746412523,3468104.903516594,1478286164;354,19253596.692584664,3468329.142713764,1478286197;386,19253525.63947545,3468417.291547649,1478286209;418,19253336.58548882,3468719.817955762,1478286338;417,19253296.53526761,3468796.29399211,1478286353;449,19253179.999366563,3469023.0205224226,1478286386",13,"355,19255012.667252988,3467202.2453614604, 1478285753;282,19254773.7158136,3467374.0119141573, 1478285774;245,19254580.78498122,3467502.7937757457, 1478285873;244,19254493.545327384,3467562.112337035, 1478285936;356,19254184.97048536,3467775.2739401343, 1478285972;19,19254150.70735552,3467800.981994194, 1478286065;20,19253892.147764795,3468021.876523543, 1478286152;21,19253806.746412523,3468104.903516594, 1478286164;22,19253596.692584664,3468329.142713764, 1478286197;73,19253525.63947545,3468417.291547649, 1478286209;366,19253336.58548882,3468719.817955762, 1478286338;397,19253296.53526761,3468796.29399211, 1478286353;464,19253179.999366563,3469023.0205224226, 1478286386",0.3,3,3,"[0, 0, 1, 0, 1, 0, 0, 0, 1, 0]","[0, 0, 1, 0, 1, 0, 0, 0, 1, 0]","[[355, 19255012.667252988, 3467202.2453614604, 1478285753], [282, 19254773.7158136, 3467374.0119141573, 1478285774], [245, 19254580.78498122, 3467502.7937757457, 1478285873], [356, 19254184.97048536, 3467775.2739401343, 1478285972], [19, 19254150.70735552, 3467800.981994194, 1478286065], [21, 19253806.746412523, 3468104.903516594, 1478286164], [22, 19253596.692584664, 3468329.142713764, 1478286197], [73, 19253525.63947545, 3468417.291547649, 1478286209], [366, 19253336.58548882, 3468719.817955762, 1478286338], [464, 19253179.999366563, 3469023.0205224226, 1478286386]]"
1629536,"246,19259464.83934712,3467082.243896548,1478821341;278,19259345.58998685,3467475.8265419584,1478821359;310,19259442.517984305,3467581.647618127,1478821371;341,19259239.61350172,3467814.447822683,1478821386;373,19259114.078257915,3468120.1190595776,1478821399;404,19258923.514833868,3468550.4991926183,1478821420;466,19258265.7601007,3469027.632431219,1478821468;465,19258100.18271036,3469149.374570701,1478821486;497,19257891.126672417,3469302.3951621447,1478821507;496,19257739.21516589,3469414.619162129,1478821525;529,19257943.06763104,3469729.511994273,1478821576;530,19258156.60193875,3469740.832572616,1478821591;531,19258419.71889713,3469705.4394188784,1478821627",13,"165,19259464.83934712,3467082.243896548, 1478821341;152,19259345.58998685,3467475.8265419584, 1478821359;153,19259442.517984305,3467581.647618127, 1478821371;155,19259239.61350172,3467814.447822683, 1478821386;156,19259114.078257915,3468120.1190595776, 1478821399;123,19258923.514833868,3468550.4991926183, 1478821420;395,19258265.7601007,3469027.632431219, 1478821468;164,19258100.18271036,3469149.374570701, 1478821486;183,19257891.126672417,3469302.3951621447, 1478821507;184,19257739.21516589,3469414.619162129, 1478821525;182,19257943.06763104,3469729.511994273, 1478821576;476,19258156.60193875,3469740.832572616, 1478821591;477,19258419.71889713,3469705.4394188784, 1478821627",0.2,1,2,"[0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0]","[[165, 19259464.83934712, 3467082.243896548, 1478821341], [152, 19259345.58998685, 3467475.8265419584, 1478821359], [153, 19259442.517984305, 3467581.647618127, 1478821371], [155, 19259239.61350172, 3467814.447822683, 1478821386], [156, 19259114.078257915, 3468120.1190595776, 1478821399], [123, 19258923.514833868, 3468550.4991926183, 1478821420], [395, 19258265.7601007, 3469027.632431219, 1478821468], [164, 19258100.18271036, 3469149.374570701, 1478821486], [183, 19257891.126672417, 3469302.3951621447, 1478821507], [476, 19258156.60193875, 3469740.832572616, 1478821591], [477, 19258419.71889713, 3469705.4394188784, 1478821627]]"
